"","DBN","School Name","Total Enrollment","Economic Need Index","% Male","% Black","% White","% Students with Disabilities","% Poverty","GT1","GT2","GT3","GT4","GT5","GTK","GE1","GE2","GE3","GE4","GE5","GE6","GE7","GE8","GEK","ICT1","ICT2","ICT3","ICT4","ICT5","ICT6","ICT7","ICT8","ICTK","ICTGT1","ICTGT2","ICTGT3","ICTGT4","ICTGT5","ICTGTK","SC121","SC1211","SC151","SC611","SC811","middle_levels","elementary_levels","self_contained","gifted","self_contained_and_gifted","school_type","class_option","borough"
"532","15K497","The Boerum Hill School for International Studies",632,0.577,0.552,0.345,0.296,0.239,0.581,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"533","15K516","Sunset Park Avenues Elementary School",432,0.843,0.484,0.005,0.067,0.204,0.877,0,0,0,0,0,0,3,2,2,1,0,0,0,0,3,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"534","15K676","Red Hook Neighborhood School",193,0.949,0.523,0.435,0.036,0.316,0.979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"535","15K821","Sunset Park Prep",504,0.901,0.538,0.008,0.042,0.234,0.962,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"536","15K839","M.S. 839",326,0.485,0.583,0.153,0.414,0.285,0.442,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"537","16K005","P.S. 005 Dr. Ronald Mcnair",208,0.856,0.481,0.832,0.029,0.37,0.894,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"538","16K021","P.S. 021 Crispus Attucks",573,0.83,0.506,0.85,0.031,0.206,0.761,0,0,0,0,0,0,2,2,3,3,2,0,0,0,2,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"539","16K025","P.S. 025 Eubie Blake School",102,0.956,0.539,0.686,0.039,0.245,0.99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"540","16K026","P.S. 026 Jesse Owens",226,0.859,0.615,0.624,0.049,0.226,0.814,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
"541","16K028","P.S. 028 The Warren Prep Academy",134,0.92,0.5,0.828,0.007,0.313,0.948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"542","16K035","M.S. 035 Stephen Decatur",245,0.89,0.457,0.853,0.016,0.322,0.873,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"543","16K040","P.S. 040 George W. Carver",318,0.921,0.491,0.682,0.013,0.208,0.881,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"544","16K057","J.H.S. 057 Whitelaw Reid",199,0.92,0.477,0.633,0.025,0.362,0.945,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"545","16K081","P.S. 081 Thaddeus Stevens",299,0.928,0.512,0.612,0.007,0.351,0.92,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"546","16K243","P.S. 243K- The Weeksville School",227,0.939,0.551,0.727,0,0.335,0.956,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"547","16K262","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo",179,0.862,0.458,0.832,0.039,0.179,0.955,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"548","16K267","M.S. 267 Math, Science & Technology",267,0.888,0.521,0.719,0.015,0.363,0.899,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"549","16K308","P.S. 308 Clara Cardwell",275,0.913,0.575,0.764,0.011,0.269,0.902,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"550","16K309","P.S. 309 The George E. Wibecan Preparatory Academy",210,0.846,0.49,0.586,0.052,0.243,0.833,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"551","16K335","P.S. 335 Granville T. Woods",246,0.9,0.467,0.797,0.028,0.228,0.911,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"552","16K627","Brighter Choice Community School",303,0.803,0.488,0.611,0.04,0.185,0.845,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"553","16K628","Brooklyn Brownstone School",266,0.675,0.429,0.707,0.109,0.169,0.692,0,0,0,0,0,0,2,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"554","16K681","Madiba Prep Middle School",159,0.857,0.56,0.73,0.025,0.308,0.931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"555","17K002","Parkside Preparatory Academy",493,0.804,0.489,0.781,0.024,0.17,0.909,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"556","17K006","Norma Adams Clemons Academy",667,0.881,0.498,0.718,0.031,0.21,0.868,0,0,0,0,0,0,2,2,4,4,2,0,0,0,3,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"557","17K012","Dr. Jacqueline Peek-Davis School",282,0.912,0.521,0.716,0.039,0.284,0.954,0,0,0,0,0,0,2,1,2,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"558","17K061","M.S. 061 Dr. Gladstone H. Atwell",725,0.765,0.484,0.868,0.01,0.196,0.739,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"559","17K091","P.S. 091 The Albany Avenue School",260,0.848,0.492,0.831,0.019,0.246,0.95,0,0,0,0,0,0,2,2,2,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"560","17K092","P.S. 092 Adrian Hegeman",424,0.85,0.514,0.712,0.017,0.198,0.922,0,0,0,0,0,0,2,2,3,2,2,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"561","17K138","P.S. 138 Brooklyn",565,0.811,0.515,0.795,0.048,0.181,0.938,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"562","17K161","P.S. 161 The Crown",367,0.823,0.556,0.831,0.016,0.237,0.935,0,0,0,0,1,0,2,1,0,1,1,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
"563","17K181","P.S. 181 Brooklyn",689,0.808,0.537,0.84,0.026,0.197,0.765,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"564","17K189","P.S. 189 The Bilingual Center",1054,0.831,0.487,0.695,0.012,0.141,0.93,0,0,0,0,0,0,5,4,4,3,4,4,5,5,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"565","17K191","P.S. 191 Paul Robeson",170,0.95,0.541,0.8,0,0.282,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"566","17K221","P.S. 221 Toussaint L'Ouverture",300,0.834,0.537,0.867,0.027,0.197,0.923,0,0,0,0,0,0,2,2,2,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"567","17K241","P.S. 241 Emma L. Johnston",521,0.801,0.484,0.858,0.023,0.115,0.881,0,0,0,0,0,0,2,2,2,2,2,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"568","17K246","M.S. 246 Walt Whitman",413,0.875,0.538,0.734,0.048,0.232,0.874,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"569","17K249","P.S. 249 The Caton",873,0.811,0.499,0.411,0.04,0.183,0.787,0,0,0,0,0,0,5,6,4,3,4,0,0,0,7,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"570","17K289","P.S. 289 George V. Brower",394,0.855,0.477,0.731,0.038,0.244,0.815,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"571","17K316","P.S. 316 Elijah Stroud",539,0.647,0.512,0.701,0.095,0.158,0.672,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,2,2,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,"Elementary","GT","Brooklyn"
"572","17K340","I.S. 340",224,0.764,0.527,0.781,0.009,0.214,0.813,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"573","17K352","Ebbets Field Middle School",167,0.896,0.563,0.611,0.042,0.299,0.982,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"574","17K353","Elijah Stroud Middle School",146,0.883,0.575,0.781,0.014,0.377,0.966,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"575","17K354","The School of Integrated Learning",254,0.824,0.48,0.811,0,0.252,0.941,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"576","17K375","P.S. 375 Jackie Robinson School",387,0.856,0.558,0.646,0.031,0.245,0.928,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,1,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"577","17K382","Academy for College Preparation and Career Explora",422,0.801,0.581,0.763,0.019,0.156,0.796,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"578","17K394","M.S. K394",477,0.857,0.432,0.721,0.008,0.145,0.885,0,0,0,0,0,0,1,1,1,2,1,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"579","17K397","P.S. 397 Foster-Laurie",195,0.829,0.533,0.692,0.072,0.159,0.887,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"580","17K398","P.S. 398 Walter Weaver",297,0.92,0.532,0.815,0.02,0.263,0.966,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"581","17K399","P.S. 399 Stanley Eugene Clark",400,0.824,0.495,0.743,0.015,0.147,0.955,0,0,0,0,0,0,2,1,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"582","17K484","Ronald Edmonds Learning Center II",159,0.912,0.484,0.748,0.013,0.283,0.899,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"583","17K531","School for Human Rights, The",441,0.768,0.537,0.898,0.02,0.215,0.857,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"584","17K532","New Bridges Elementary",468,0.871,0.543,0.699,0.041,0.241,0.865,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"585","17K543","Science, Technology and Research Early College Hig",541,0.622,0.512,0.8,0.013,0.139,0.787,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"586","17K590","Medgar Evers College Preparatory School",1257,0.547,0.438,0.88,0.009,0.067,0.713,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Brooklyn"
"587","17K705","Brooklyn Arts and Science Elementary School",398,0.612,0.533,0.462,0.181,0.261,0.628,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"588","17K722","New Heights Middle School",234,0.849,0.517,0.838,0.038,0.308,0.893,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"589","17K770","P.S. 770 New American Academy",289,0.582,0.512,0.585,0.19,0.17,0.574,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"590","18K066","P.S. 66",822,0.608,0.483,0.872,0.026,0.118,0.727,0,0,0,0,0,0,2,2,2,2,2,3,4,4,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"591","18K068","I.S. 068 Isaac Bildersee",339,0.763,0.531,0.832,0.062,0.286,0.841,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"592","18K114","P.S. 114 Ryder Elementary",522,0.821,0.49,0.824,0.042,0.249,0.789,0,0,0,0,0,0,2,2,1,1,2,0,0,0,2,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"593","18K115","P.S. 115 Daniel Mucatel School",971,0.667,0.508,0.815,0.048,0.188,0.64,1,1,1,1,1,1,3,3,3,2,3,0,0,0,3,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
"594","18K135","P.S. 135 Sheldon A. Brookner",574,0.806,0.491,0.807,0.08,0.129,0.882,0,0,0,0,0,0,2,3,4,3,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"595","18K208","P.S. 208 Elsa Ebeling",380,0.72,0.495,0.913,0.016,0.274,0.845,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"596","18K211","I.S. 211 John Wilson",522,0.707,0.521,0.868,0.019,0.259,0.841,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"597","18K219","P.S. 219 Kennedy-King",534,0.834,0.5,0.85,0.021,0.251,0.801,0,0,0,0,0,0,3,3,2,1,2,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"598","18K233","P.S. 233 Langston Hughes",457,0.721,0.49,0.919,0.015,0.21,0.864,0,0,0,0,0,0,2,2,1,2,2,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"599","18K235","P.S. 235 Janice Marie Knight School",1254,0.565,0.456,0.928,0.015,0.089,0.723,0,0,0,0,0,0,5,5,6,5,5,4,3,3,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"600","18K244","P.S. 244 Richard R. Green",494,0.711,0.53,0.917,0.006,0.251,0.82,0,0,0,0,0,0,2,2,2,3,2,0,0,0,2,2,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"601","18K268","P.S. 268 Emma Lazarus",383,0.819,0.478,0.909,0.023,0.164,0.872,0,0,0,0,0,0,2,1,1,1,1,0,0,0,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"602","18K272","P.S. 272 Curtis Estabrook",473,0.881,0.526,0.765,0.038,0.319,0.926,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"603","18K276","P.S. 276 Louis Marshall",616,0.712,0.545,0.872,0.044,0.192,0.791,0,0,0,0,0,0,3,2,3,3,2,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"604","18K279","P.S. 279 Herman Schreiber",404,0.674,0.493,0.886,0.017,0.136,0.802,0,0,0,0,0,0,2,3,2,2,3,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"605","18K285","I.S. 285 Meyer Levin",666,0.737,0.458,0.938,0.011,0.195,0.791,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"606","18K366","The Science And Medicine Middle School",399,0.696,0.511,0.89,0.02,0.206,0.827,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"607","18K581","East Flatbush Community Research School",131,0.825,0.511,0.878,0.038,0.275,0.931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"608","18K588","Middle School for Art and Philosophy",177,0.758,0.486,0.87,0.023,0.328,0.938,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"609","18K763","Brooklyn Science and Engineering Academy",257,0.563,0.623,0.93,0.016,0.171,0.782,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"610","19K007","P.S. 007 Abraham Lincoln",879,0.82,0.485,0.093,0.023,0.196,0.924,0,0,0,0,0,0,4,5,4,4,4,0,0,0,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"611","19K013","P.S. 013 Roberto Clemente",489,0.946,0.515,0.648,0.027,0.27,0.949,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"612","19K065","P.S. 065",617,0.866,0.517,0.076,0.01,0.12,0.828,0,0,0,0,0,0,3,3,3,4,3,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Brooklyn"
"613","19K089","P.S. 089 Cypress Hills",457,0.87,0.499,0.031,0,0.256,0.928,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"K to 8","SC","Brooklyn"
"614","19K108","P.S. 108 Sal Abbracciamento",959,0.862,0.512,0.112,0.011,0.239,0.825,0,0,0,0,0,0,4,4,3,2,2,0,0,0,5,1,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"615","19K149","P.S. 149 Danny Kaye",681,0.909,0.499,0.593,0.012,0.182,0.957,1,1,1,1,0,0,3,3,3,3,2,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Brooklyn"
"616","19K158","P.S. 158 Warwick",589,0.909,0.482,0.486,0.015,0.188,0.896,0,0,0,0,0,0,4,3,3,3,2,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"617","19K159","P.S. 159 Isaac Pitkin",798,0.899,0.486,0.31,0.014,0.163,0.857,0,0,0,0,0,0,5,6,4,4,4,0,0,0,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"618","19K171","I.S. 171 Abraham Lincoln",444,0.897,0.498,0.083,0.014,0.189,0.984,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"619","19K190","P.S. 190 Sheffield",185,0.913,0.476,0.773,0.016,0.168,0.973,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"620","19K202","P.S. 202 Ernest S. Jenkyns",439,0.928,0.517,0.588,0.025,0.292,0.957,0,0,0,0,0,0,1,2,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"621","19K213","P.S. 213 New Lots",285,0.945,0.446,0.695,0.06,0.182,0.947,0,0,0,0,0,0,2,2,1,2,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"622","19K214","P.S. 214 Michael Friedsam",914,0.884,0.523,0.116,0.032,0.165,0.828,0,0,0,0,0,0,4,4,4,3,4,0,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"623","19K218","J.H.S. 218 James P. Sinnott",409,0.932,0.511,0.357,0.022,0.249,0.944,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,"Middle","SC","Brooklyn"
"624","19K224","P.S. 224 Hale A. Woodruff",412,0.928,0.483,0.641,0.007,0.231,0.956,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
"625","19K273","P.S. 273 Wortman",371,0.89,0.461,0.768,0.011,0.272,0.865,0,0,0,0,0,0,1,2,2,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Brooklyn"
