"","DBN","School Name","Total Enrollment","Economic Need Index","% Male","% Black","% White","% Students with Disabilities","% Poverty","GT1","GT2","GT3","GT4","GT5","GTK","GE1","GE2","GE3","GE4","GE5","GE6","GE7","GE8","GEK","ICT1","ICT2","ICT3","ICT4","ICT5","ICT6","ICT7","ICT8","ICTK","ICTGT1","ICTGT2","ICTGT3","ICTGT4","ICTGT5","ICTGTK","SC121","SC1211","SC151","SC611","SC811","middle_levels","elementary_levels","self_contained","gifted","self_contained_and_gifted","school_type","class_option","borough"
"97","03M256","Lafayette Academy",138,0.83,0.493,0.5,0.101,0.239,0.848,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"98","03M258","Community Action School - MS 258",223,0.741,0.529,0.426,0.09,0.26,0.776,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"99","03M291","West End Secondary School",339,0.193,0.422,0.059,0.628,0.218,0.192,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"100","03M333","P.S. 333 Manhattan School for Children",753,0.295,0.493,0.114,0.59,0.199,0.185,0,0,0,0,0,0,3,2,1,2,2,0,1,1,3,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"101","03M334","The Anderson School",537,0.142,0.505,0.028,0.512,0.065,0.084,2,2,1,2,2,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"Middle","GT","Manhattan"
"102","03M415","Wadleigh Secondary School for the Performing & Vis",278,0.85,0.324,0.54,0.029,0.255,0.824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"103","03M421","West Prep Academy",203,0.818,0.498,0.606,0.02,0.335,0.862,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"104","03M452","P.S. 452",336,0.254,0.521,0.113,0.586,0.196,0.244,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"105","03M859","Special Music School",314,0.318,0.49,0.121,0.436,0.108,0.217,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"106","03M860","Frederick Douglass Academy II Secondary School",354,0.869,0.655,0.638,0.011,0.251,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"107","03M862","Mott Hall II",342,0.588,0.532,0.266,0.193,0.237,0.623,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"108","04M007","P.S. 007 Samuel Stern",357,0.942,0.513,0.275,0.025,0.266,0.919,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,1,2,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"109","04M012","Tag Young Scholars",587,0.42,0.516,0.186,0.153,0.046,0.409,2,2,2,2,2,2,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Middle","GT","Manhattan"
"110","04M037","River East Elementary",192,0.876,0.547,0.38,0.052,0.26,0.87,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"111","04M038","P.S. 38 Roberto Clemente",213,0.93,0.451,0.3,0.023,0.333,0.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"112","04M057","James Weldon Johnson",818,0.935,0.507,0.26,0.017,0.275,0.895,0,0,0,0,0,0,2,2,3,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"113","04M072","The Lexington Academy",620,0.915,0.518,0.139,0.027,0.248,0.913,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,3,3,2,3,2,2,1,1,1,0,0,0,0,0,0,1,3,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"114","04M083","P.S. 083 Luis Munoz Rivera",439,0.838,0.513,0.18,0.046,0.226,0.897,0,0,0,0,0,0,3,3,3,2,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"115","04M096","P.S. 096 Joseph Lanzetta",397,0.973,0.549,0.254,0.03,0.325,0.952,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"116","04M102","P.S. 102 Jacques Cartier",318,0.844,0.531,0.286,0.044,0.308,0.818,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Manhattan"
"117","04M108","P.S. 108 Assemblyman Angelo Del Toro Educational C",452,0.928,0.549,0.319,0.018,0.327,0.896,0,0,0,0,0,0,1,1,0,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"118","04M112","P.S. 112 Jose Celso Barbosa",309,0.869,0.553,0.243,0.061,0.366,0.809,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"119","04M146","P.S. 146 Ann M. Short",334,0.944,0.515,0.249,0.021,0.377,0.979,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"120","04M155","P.S. 155 William Paca",260,0.962,0.508,0.088,0.004,0.331,0.981,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"121","04M171","P.S. 171 Patrick Henry",725,0.779,0.481,0.266,0.043,0.225,0.697,0,0,0,0,0,0,3,3,3,3,2,1,1,1,3,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"122","04M182","The Bilingual Bicultural School",310,0.932,0.487,0.071,0.003,0.252,0.971,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"123","04M206","P.S. 206 Jose Celso Barbosa",473,0.888,0.575,0.279,0.03,0.423,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,3,3,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"124","04M224","M.S. 224 Manhattan East School for Arts & Academic",172,0.736,0.529,0.267,0.081,0.285,0.744,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"125","04M372","Esperanza Preparatory Academy",559,0.932,0.524,0.111,0.016,0.247,0.927,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"126","04M375","Mosaic Preparatory Academy",333,0.951,0.523,0.417,0.021,0.351,0.952,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"127","04M377","Renaissance School of the Arts",147,0.956,0.367,0.327,0.027,0.293,0.946,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"128","04M610","Young Women's Leadership School",481,0.782,0,0.239,0.037,0.212,0.811,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"129","04M825","Isaac Newton Middle School for Math & Science",192,0.882,0.552,0.26,0.026,0.313,0.911,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"130","04M964","Central Park East II",448,0.585,0.491,0.295,0.205,0.232,0.433,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"131","05M030","P.S. 030 Hernandez/Hughes",252,0.951,0.504,0.397,0.024,0.298,0.948,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"132","05M036","P.S. 036 Margaret Douglas",391,0.894,0.494,0.417,0.02,0.335,0.895,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"133","05M046","P.S. 046 Arthur Tappan",661,0.96,0.489,0.487,0.008,0.333,0.95,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,8,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"134","05M092","P.S. 092 Mary McLeod Bethune",265,0.956,0.54,0.608,0.011,0.343,0.985,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"135","05M123","P.S. 123 Mahalia Jackson",479,0.935,0.53,0.514,0.042,0.248,0.958,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"136","05M125","P.S. 125 Ralph Bunche",297,0.653,0.542,0.374,0.172,0.162,0.687,0,0,0,0,0,0,2,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"137","05M129","P.S. 129 John H. Finley",435,0.936,0.554,0.485,0.011,0.257,0.943,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,4,0,0,0,1,1,1,1,1,"K to 8","SC and GT","Manhattan"
"138","05M133","P.S. 133 Fred R Moore",211,0.899,0.673,0.483,0.052,0.393,0.929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,1,1,0,0,"Elementary","SC","Manhattan"
"139","05M148","Eagle Academy for Young Men of Harlem",318,0.829,1,0.689,0.006,0.277,0.78,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"140","05M154","P.S. 154 Harriet Tubman",302,0.961,0.573,0.556,0.033,0.321,0.983,0,0,0,0,0,0,1,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"141","05M161","P.S. 161 Pedro Albizu Campos",838,0.939,0.511,0.206,0.02,0.26,0.967,0,0,0,0,0,0,3,3,4,3,2,3,2,3,3,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"142","05M175","P.S. 175 Henry H Garnet",321,0.926,0.555,0.586,0.022,0.237,0.96,0,0,0,0,0,0,2,2,2,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"143","05M194","P.S. 194 Countee Cullen",238,0.961,0.571,0.487,0.034,0.277,0.971,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"144","05M197","P.S. 197 John B. Russwurm",314,0.925,0.611,0.592,0.022,0.338,0.93,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"145","05M200","P.S. 200- The James Mccune Smith School",393,0.939,0.547,0.588,0.02,0.305,0.911,0,0,0,0,0,0,2,2,3,1,2,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"146","05M286","Urban Assembly Academy for Future Leaders",169,0.916,0.491,0.556,0.018,0.349,0.911,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"147","05M318","Thurgood Marshall Academy Lower School",221,0.821,0.457,0.778,0.009,0.186,0.864,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"148","05M362","Columbia Secondary School",702,0.554,0.483,0.234,0.228,0.15,0.55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"149","05M499","Frederick Douglass Academy",1362,0.803,0.533,0.695,0.017,0.161,0.776,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"150","05M514","New Design Middle School",130,0.894,0.454,0.554,0.023,0.408,0.923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"151","05M517","Teachers College Community School",286,0.584,0.455,0.36,0.147,0.161,0.472,0,0,0,0,0,0,2,1,0,2,2,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"152","05M670","Thurgood Marshall Academy for Learning and Social",547,0.793,0.457,0.697,0.013,0.194,0.755,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"153","06M004","P.S. 004 Duke Ellington",557,0.891,0.539,0.063,0.002,0.262,0.853,0,0,0,0,0,0,3,4,3,2,1,0,0,0,2,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"154","06M005","P.S. 005 Ellen Lurie",597,0.906,0.501,0.059,0.01,0.251,0.866,0,0,0,0,0,0,3,3,3,2,2,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"155","06M008","P.S. 008 Luis Belliard",532,0.91,0.513,0.023,0.019,0.197,0.968,0,0,0,0,0,0,2,2,2,2,2,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"156","06M018","P.S. 018 Park Terrace",353,0.895,0.533,0.02,0.008,0.232,0.926,0,0,0,0,0,0,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"157","06M028","P.S. 028 Wright Brothers",681,0.956,0.514,0.14,0.044,0.273,0.937,0,0,0,0,0,0,3,3,2,2,2,0,0,0,4,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,3,6,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"158","06M048","P.S. 048 P.O. Michael J. Buczek",543,0.881,0.519,0.011,0.029,0.263,0.947,0,0,0,0,0,0,2,3,3,3,3,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"159","06M052","Harold O. Levy School",267,0.918,0.539,0.034,0.007,0.225,0.974,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"160","06M098","P.S. 098 Shorac Kappock",469,0.884,0.531,0.019,0.036,0.179,0.908,0,0,0,0,0,0,3,2,3,2,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"161","06M103","Dos Puentes Elementary School",351,0.687,0.504,0.017,0.191,0.268,0.698,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"162","06M115","P.S. 115 Alexander Humboldt",475,0.945,0.484,0.017,0.032,0.192,0.966,0,0,0,0,0,0,3,3,4,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"163","06M128","P.S. 128 Audubon",586,0.854,0.512,0.015,0.019,0.203,0.933,0,0,0,0,0,0,4,4,4,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"164","06M132","P.S. 132 Juan Pablo Duarte",305,0.909,0.528,0.023,0.003,0.249,0.875,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"165","06M143","J.H.S. 143 Eleanor Roosevelt",265,0.919,0.623,0.023,0.053,0.298,0.894,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"166","06M152","P.S. 152 Dyckman Valley",572,0.932,0.528,0.019,0.012,0.222,0.976,0,0,0,0,0,0,2,1,2,2,2,0,0,0,3,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"167","06M153","P.S. 153 Adam Clayton Powell",589,0.882,0.499,0.173,0.041,0.138,0.927,0,0,0,0,1,1,2,2,2,2,1,0,0,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,"Elementary","SC and GT","Manhattan"
"168","06M173","P.S. 173",489,0.809,0.513,0.025,0.027,0.202,0.902,0,0,0,0,0,0,3,2,3,2,3,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"169","06M178","Professor Juan Bosch Public School",292,0.689,0.534,0.017,0.127,0.236,0.733,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"170","06M187","P.S./I.S. 187 Hudson Cliffs",799,0.433,0.489,0.034,0.364,0.178,0.433,0,0,0,0,0,0,3,2,2,2,2,2,2,2,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"171","06M189","P.S. 189",813,0.883,0.49,0.01,0.026,0.192,0.93,0,0,0,0,0,0,3,4,4,3,3,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"172","06M192","P.S. 192 Jacob H. Schiff",439,0.885,0.501,0.098,0.021,0.219,0.945,0,0,0,0,0,0,2,2,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,"Elementary","SC","Manhattan"
"173","06M209","Hamilton Grange Middle School",267,0.861,0.543,0.124,0.019,0.221,0.929,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"174","06M210","P.S./I.S. 210 - Twenty-first Century Academy for C",419,0.873,0.48,0.024,0,0.232,0.924,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"175","06M223","The Mott Hall School",292,0.757,0.404,0.092,0.048,0.137,0.808,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"176","06M278","Paula Hedbavny School",559,0.619,0.47,0.02,0.159,0.208,0.674,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"177","06M293","City College Academy of the Arts",602,0.811,0.453,0.035,0.03,0.145,0.834,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"178","06M311","Amistad Dual Language School",395,0.768,0.471,0.015,0.043,0.137,0.813,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"K to 8","SC","Manhattan"
"179","06M314","Muscota",292,0.399,0.49,0.021,0.428,0.154,0.267,0,0,0,0,0,0,2,2,2,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"180","06M319","M.S. 319 - Maria Teresa",418,0.901,0.543,0.043,0.012,0.237,0.988,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"181","06M322","Middle School 322",310,0.91,0.494,0.032,0.016,0.206,0.952,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"182","06M324","M.S. 324 - Patria Mirabal",399,0.88,0.501,0.12,0.028,0.278,0.917,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"183","06M328","Community Math & Science Prep",229,0.935,0.572,0.127,0.004,0.367,0.991,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"184","06M346","Community Health Academy of the Heights",703,0.899,0.509,0.065,0.016,0.191,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"Middle","SC","Manhattan"
"185","06M348","Washington Heights Expeditionary Learning School",815,0.839,0.54,0.034,0.034,0.22,0.773,0,0,0,0,0,0,1,1,1,0,0,1,2,2,1,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"186","06M349","Harbor Heights",129,0.93,0.496,0,0,0.008,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"187","06M366","Washington Heights Academy",571,0.822,0.454,0.018,0.018,0.173,0.909,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"K to 8","no option","Manhattan"
"188","06M368","Hamilton Heights School",171,0.748,0.52,0.199,0.164,0.175,0.702,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Elementary","no option","Manhattan"
"189","06M528","I.S. 528 Bea Fuller Rodgers School",224,0.877,0.429,0.013,0,0.179,0.96,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Middle","no option","Manhattan"
"190","07X001","P.S. 001 Courtlandt School",663,0.966,0.511,0.225,0.015,0.228,0.983,0,0,0,0,0,0,4,3,3,3,3,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,"Elementary","SC","Bronx"
"191","07X005","P.S. 5 Port Morris",722,0.954,0.517,0.274,0.029,0.235,0.957,0,0,0,0,0,0,1,2,2,1,1,3,2,1,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,2,0,0,2,1,1,1,0,0,"K to 8","SC","Bronx"
"192","07X018","P.S. 018 John Peter Zenger",603,0.966,0.512,0.25,0.041,0.267,0.982,0,0,0,0,0,0,3,3,3,2,3,0,0,0,3,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,"Elementary","SC","Bronx"
